COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY,DATA_BUILD_DATE
34072,"Rescue Equipment, Supplies and Accessories Includi","ETA: 2025-04-08, PR256665, Batteries, BUYBOARD 698-23    1. Item # SL-90339, NIMH BATTERY PK, SURVIVOR DIV 1, Qty. 50 each @ $43.00 each    Reference Quote # 106051 dated 03/27/2025",0.,,,0.,"2,150.00",MA5000NC240000033,"ETA: 2025-04-08, PR256665, Batteries, BUYBOARD 698-23",DO830025040308482,04/03/2025,VC0000101452,METRO FIRE APPARATUS SPECIALISTS INC,17350 SH 249 - Suite 250,,Houston,TX,77064,US,04/06/2026
40502304584,E85 - ETHANOL,,0.,,,0.,"22,871.00",MA7800GA240000081,Bulk Fuels - Pinnacle - Weekly DO,DO780025040308469,04/03/2025,V00000905922,Pinnacle Petroleum Incorporated,16651 Gemini Lane,,Huntington Beach,CA,92647,US,04/06/2026
34072,"Rescue Equipment, Supplies and Accessories Includi","ETA: 2025-04-28, PR256630, Training Foam, BUYBOARD 698-23    1. Item # TFT-UE-095-NF, IN-LINE FOAM EDUCTOR 1.5"" FNH INLET X 1.5"" MNH OUT 95 GPM, Qty. 1 each @ $977.00 each    2. Item # MET-ITEM, PHO-20001, FIRE BRAKE CLASS A FOAM, Qty. 4 each @ $166.00 each     Reference Quote # 105145 dated 02/26/2025 from Steve Fikac",0.,,,0.,"1,641.00",MA5000NC240000033,"ETA: 2025-04-28, PR256630, Training Foam, BUYBOARD 698-23",DO830025040308484,04/03/2025,VC0000101452,METRO FIRE APPARATUS SPECIALISTS INC,17350 SH 249 - Suite 250,,Houston,TX,77064,US,04/06/2026
03752,Novelties and Advertising Specialty Products,BIKE TO WORK DAY,0.,,,0.,953.00,MA5000NA230000044,BIKE TO WORK DAY,DO850025040308499,04/03/2025,GOL8307311,"GOLF CONNECTIONS, LLC",PO Box 27619,,AUSTIN,TX,78755,US,04/06/2026
6800205,"ACCESS CONTROL SYSTEMS, INCLUDING PARTS AND ACCESSORIES","Parts for Warehouse Stock    4 EA CONTROLLER, Slim Line, Electronic, 626 Finish, Catalog # 100204 (Contract Line item 211) @ $495 = $1,980  15 EA CYLINDER, Steel, Intellikey Lock, Electronic, 626 Finish Catalog # 100297 (Contract Line item 210) @ $208 = $3,120",0.,,,0.,"5,100.00",MA8100GA220000037,Parts for Warehouse Stock,DO810025040308493,04/03/2025,VC0000102148,"COTHRON SECURITY SOLUTIONS, LLC",COTHRONS SECURITY PROFESSIONALS,8120 Exchange Dr Ste 100,AUSTIN,TX,78754,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",PR0018525  3000187668531  TX DIR MA 5000 NC220000084  ------------------------------------------  P2725HE Hub Monitor,2.,EA,Each,221.64,443.28,MA5000NC220000084,Dell monitors for HR,DO560025040308480,04/03/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
55970,"Signage (Incls. Destination, Routing and Advertisi",PAP AIPP 927 Stainless Steel Plaques,1.,EA,Each,"1,000.","1,000.00",MA5500NA240000221,PAP AIPP 927 Stainless Steel Plaques,DO550025040308511,04/03/2025,V00000939345,Dana Perrotti,6709 Tampa Cv,,Austin,TX,78723,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,"1,152.",EA,Each,216.64,"249,569.28",MA1100GS170000004,April 2025 Meter Order,DOM1100MAX225396,04/04/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 2 - PN: 04/204-107 - O RING 7.0 X 4.0,0.,,,0.,2.07,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
2875555,POWER SUPPLY (MISC.),Havis 90W Power Supply Cable,30.,EA,Each,24.47,734.10,MA6400NC240000085,HW_Power Supplies and Cables,DO640025040408550,04/04/2025,AUS0481500,"GTS Technology Solutions, Inc.",9211 Waterford Centre Blvd,Suite 275,Austin,TX,78758,US,04/06/2026
89064,Sewer Inspection Equipment,SEND INVOICES TO AWLOGTICSSC@AUSTINTEXAS.GOV.,0.,,,0.,584.38,MA2200NS230000031,"Estimate, #3817 repairs on FO Cable (532748 TK 12938)",DO220025040408542,04/04/2025,V00000972656,"Essential Equipment, LLC",11601 S Portland Ave,,Oklahoma City,OK,73170,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 1 - PN: 26/SC020-06-0300 - SLIPRING (LTN SERVOTECHNIC) 2A-6WAY    PLEASE SEND INVOICE TO:   AWLogisticsSC@austintexas.gov,0.,,,0.,277.19,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 1 - PN: 09/RP2839Z8 - HALL EFFECT PCB SUB ASSY(P341&P342),0.,,,0.,240.31,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
89064,Sewer Inspection Equipment,"Parts and Repairs of IBAK equipment associated with Estimate, #3817 repairs on FO Cable (532748 TK 12938)",0.,,,0.,7.00,MA2200NS230000031,"Estimate, #3817 repairs on FO Cable (532748 TK 12938)",DO220025040408542,04/04/2025,V00000972656,"Essential Equipment, LLC",11601 S Portland Ave,,Oklahoma City,OK,73170,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 7 - PN: 25/VN0101500051 - CRIMP PIN MALE (AMPHENOL),0.,,,0.,14.17,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
2003158,PERSONAL PROTECTIVE EQUIPMENT ENSEMBLE,,2.,EA,Each,125.,250.00,MA7400S060166,LCRA GLOVE REPLACEMENT,DOM1100MAX225353,04/04/2025,LOW2955750,LOWER COLORADO RIVER AUTHORITY,3625 LAKE AUSTIN BLVD,,AUSTIN,TX,78703-3501,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con","6in X 6in ID FLGD tee Qty: 2, Price: $421.36    Please Send Invoices to: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,842.72,MA2200GA240000020,Ductile Iron piping for RPZ installation  Quote# S10118824,DO220025040408529,04/04/2025,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660,US,04/06/2026
69152,"Motors (AC, DC, Vector Duty, Washdown, Brake, Stai","Quote # S12794    1 EA GEARBOX, Motor Assembly - 2 Hp, Ratio 27.28 Catalog # KT67 DRN90L4/BE2HR/AFL9 @ 4,503.68",0.,,,0.,"4,503.68",MA8100NA210000085,Motor for Warehouse Stock,DO810025040408544,04/04/2025,V00000954507,Liber Holdings LLC,"3950 Doniphan Dr, Ste P",,El Paso,TX,79922,US,04/06/2026
2045373,"SERVERS, FILE, MICROCOMPUTER","PR2025-04595  West Baxter 512-974-6091  Montopolis Recreation Center - Replace R550 Server.  Quote 3000187330885.1  $6,173.00",1.,EA,Each,"6,173.","6,173.00",MA5000NC220000084,Montopolis Recreation Center - Replace R550 Server.,DO860025040308490,04/04/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
37023,"Grease, USDA Approved for Food Processing","QTY: 2 - PN: 1P1AU014CSF1AZ - 1810 1.750 SA SSC/SSC S FKM, $1,751.00/EA  Email invoices to: Admin.Davis@austintexas.gov",0.,,,0.,"3,502.00",MA2200GA210000009,CHESTERTON - DAVIS - SEALS - APR 2025,DO220025040408516,04/04/2025,WCH8308781,A W CHESTERTON CO,5808 Genoa- Red Bluff,,PASADENA,TX,77507,US,04/06/2026
2003158,PERSONAL PROTECTIVE EQUIPMENT ENSEMBLE,,4.,EA,Each,125.,500.00,MA7400S060166,LCRA GLOVE REPLACEMENT,DOM1100MAX225353,04/04/2025,LOW2955750,LOWER COLORADO RIVER AUTHORITY,3625 LAKE AUSTIN BLVD,,AUSTIN,TX,78703-3501,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,96.,EA,Each,159.64,"15,325.44",MA1100GS170000004,April 2025 Meter Order,DOM1100MAX225396,04/04/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,165.00,MA2200GS240000003,"Quote, #36379, PS300 (02021403) repairs",DO220025040408553,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,70.,70.00,MA5000GA230000029,Safety glasses for Jorge Ponce at Hornsby bend,DO220025040408532,04/04/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
20554,"Microcomputers, Handheld, Laptop, and Notebook, ECO Certifie","PR0018545  3000187878395.1  TX-MA 5000 NC220000084  ---------------------------------    Dell Pro Rugged, RB14250 XCTO",1.,EA,Each,"2,389.44","2,389.44",MA5000NC220000084,Thunderbolt Hub Monitors and Field Laptop,DO560025040408526,04/04/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
2045373,"SERVERS, FILE, MICROCOMPUTER","PR2025-04592  West Baxter 512-974-6091  Dove Springs Recreation Center - Replace Power Edge Server  Quote 30001873300885.1  $6,173.00",1.,EA,Each,"6,173.","6,173.00",MA5000NC220000084,Dove Springs Recreation Center - Replace Power Edge Server,DO860025040308497,04/04/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 5 - PN: 25/VN020160003-1 - CRIMP SKT 0.14-0.5 SQ WIRE AMPHENOL,0.,,,0.,16.74,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,96.,EA,Each,309.79,"29,739.84",MA1100GS170000004,April 2025 Meter Order,DOM1100MAX225396,04/04/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
2003158,PERSONAL PROTECTIVE EQUIPMENT ENSEMBLE,,1.,EA,Each,419.,419.00,MA7400S060166,LCRA GLOVE REPLACEMENT,DOM1100MAX225353,04/04/2025,LOW2955750,LOWER COLORADO RIVER AUTHORITY,3625 LAKE AUSTIN BLVD,,AUSTIN,TX,78703-3501,US,04/06/2026
28512,ELECTRICAL EQUIPMENT AND SUPPLIES (EXCEPT CABLE AND WIRE),Quantity: 2  .  .  .  please send invoices to,0.,,,0.,"7,333.34",MA5000GC250000004,OIU SCREENS FOR BELT PRESS AT HORNSBY BEND,DO220025040408539,04/04/2025,DEA1478500,DEALERS ELECTRICAL SUPPLY,6714 N LAMAR BLVD,,AUSTIN,TX,78752-3504,US,04/06/2026
89064,Sewer Inspection Equipment,"Repair parts associated with quote, #36379 on, PS300 (02021403)",0.,,,0.,7.57,MA2200GS240000003,"Quote, #36379, PS300 (02021403) repairs",DO220025040408553,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
37023,"Grease, USDA Approved for Food Processing",FRIEGHT  Email invoices to: Admin.Davis@austintexas.gov,0.,,,0.,19.23,MA2200GA210000009,CHESTERTON - DAVIS - SEALS - APR 2025,DO220025040408516,04/04/2025,WCH8308781,A W CHESTERTON CO,5808 Genoa- Red Bluff,,PASADENA,TX,77507,US,04/06/2026
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,Quantity 2 @ $55.63 / pk. Catalog# 76457-446. Quote# 8032645586. Acc# 80108796.,0.,,,0.,111.26,MA8700GA210000003,VWR SCALPEL BLADE for FSD - CAP Lab,DO900025040408543,04/04/2025,VWR5019500,VWR INTERNATIONAL LLC,ATTN: BIDS DEPT,1050 SATELLITE BLVD NW,SUWANEE,GA,30024-2883,US,04/06/2026
3456445,"GLASSES, SAFETY",,1.,EA,Each,100.,100.00,MA5000GA230000029,Safety glasses for Jorge Ponce at Hornsby bend,DO220025040408532,04/04/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
20554,"Microcomputers, Handheld, Laptop, and Notebook, ECO Certifie","PR2025-04598  Rachel Morris   PARD Annex Rachel Morris - Mobile Precision 7680 laptop  Quote 3000187425290  $2,710.00",1.,EA,Each,"2,710.","2,710.00",MA5000NC220000084,PARD Annex Rachel Morris - Mobile Precision 7680 laptop,DO860025040308492,04/04/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
2003158,PERSONAL PROTECTIVE EQUIPMENT ENSEMBLE,,2.,EA,Each,419.,838.00,MA7400S060166,LCRA GLOVE REPLACEMENT,DOM1100MAX225353,04/04/2025,LOW2955750,LOWER COLORADO RIVER AUTHORITY,3625 LAKE AUSTIN BLVD,,AUSTIN,TX,78703-3501,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con","6in x 1ft FLG X FLG DI pipe, Qty 2, Price 545.35ea    Please Send Invoices to: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,"1,090.70",MA2200GA240000020,Ductile Iron piping for RPZ installation  Quote# S10118824,DO220025040408529,04/04/2025,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",,1.,EA,Each,286.,286.00,MA2200GA240000035,ULLRICH - HACH SECONDARY GEL PARTS - APRIL 2025,DO220025040408525,04/04/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con","8in DI 150# flanged bolt kits Qty: 2, Price: $21.36ea    Please Send Invoices to: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,42.72,MA2200GA240000020,Ductile Iron piping for RPZ installation  Quote# S10118824,DO220025040408529,04/04/2025,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 2 - PN: 13/8371 - THUMBSCREW M8X16LG (ELESA),0.,,,0.,27.72,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,18.50,MA2200GS240000003,"Quote, #36379, PS300 (02021403) repairs",DO220025040408553,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
3456445,"GLASSES, SAFETY",Prescription Safety Eyewear /  Humberto Palacios,0.,,,0.,108.00,MA5000GA230000029,Prescription Safety Eyewear /  Humberto Palacios,DO220025040408518,04/04/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
2003158,PERSONAL PROTECTIVE EQUIPMENT ENSEMBLE,,1.,EA,Each,125.,125.00,MA7400S060166,LCRA GLOVE REPLACEMENT,DOM1100MAX225353,04/04/2025,LOW2955750,LOWER COLORADO RIVER AUTHORITY,3625 LAKE AUSTIN BLVD,,AUSTIN,TX,78703-3501,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,15.14,MA2200GS240000003,"Quote, #36379, PS300 (02021403) repairs",DO220025040408553,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
3456445,"GLASSES, SAFETY",For Austin Water Employee Damion Wilson,2.,EA,Each,108.,216.00,MA5000GA230000029,Safety Eye Wear - Damion Wilson,DO220025040408522,04/04/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con","6in 150# FLGD bolt kit Qty: 14, Price: $20.81    Please Send Invoices to: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,291.34,MA2200GA240000020,Ductile Iron piping for RPZ installation  Quote# S10118824,DO220025040408529,04/04/2025,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660,US,04/06/2026
2003158,PERSONAL PROTECTIVE EQUIPMENT ENSEMBLE,,1.,EA,Each,115.,115.00,MA7400S060166,LCRA GLOVE REPLACEMENT,DOM1100MAX225353,04/04/2025,LOW2955750,LOWER COLORADO RIVER AUTHORITY,3625 LAKE AUSTIN BLVD,,AUSTIN,TX,78703-3501,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 1 - PN: 04/GC2016N4 - BEARING BLOCK COVER,0.,,,0.,54.24,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 2 - PN: 13/8373 - THUMBSCREW M8X40LG (ELESA),0.,,,0.,25.20,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
25731,"Detection Equipment, CBRNE","ETA: 2025-03-10, PR256526, HAZMAT - AccuRad Detectors     1. Item # M01-0306-000, RAE SYSTEMS DESKTOP CRADLE CHARGER FOR MULTRAE  2. Item # Tariff Surcharge: $83.14    Reference Estimate # 19863 dated 02/06/2025",0.,,,0.,"1,745.98",MA8300NA240000103,"ETA: 2025-03-10, PR256526, HAZMAT - AccuRad Detectors",DO830025040408519,04/04/2025,VS0000021362,"FarrWest Environmental Supply, Inc.",108 Commercial Place Ste 200,,Schertz,TX,78154,US,04/06/2026
25731,"Detection Equipment, CBRNE","ETA: 2025-03-10, PR256526, HAZMAT - AccuRad Detectors     1. Item # ACCURAD, AccuRad PRD, individual packaging, Equipped with belt clip and screen protector, Qty. 4 each @ $1,1577.80 each  2. Item # FW-VMQR3-ASSEMBLY, Vehicle Mount, Qty. 4 each @ $73.50 each    Reference Estimate # 19720 dated 02/05/2025",0.,,,0.,"6,605.20",MA8300NA240000103,"ETA: 2025-03-10, PR256526, HAZMAT - AccuRad Detectors",DO830025040408519,04/04/2025,VS0000021362,"FarrWest Environmental Supply, Inc.",108 Commercial Place Ste 200,,Schertz,TX,78154,US,04/06/2026
2875555,POWER SUPPLY (MISC.),Havis 90-Watt Power Supply,30.,EA,Each,162.6,"4,878.00",MA6400NC240000085,HW_Power Supplies and Cables,DO640025040408550,04/04/2025,AUS0481500,"GTS Technology Solutions, Inc.",9211 Waterford Centre Blvd,Suite 275,Austin,TX,78758,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,170.00,MA2200GS240000003,"Quote, #36379, PS300 (02021403) repairs",DO220025040408553,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",Dell UltraSharp 27 4K Thunderbolt Hub Monitor - U2725QE,15.,EA,Each,533.74,"8,006.10",MA5000NC220000084,Thunderbolt Hub Monitors and Field Laptop,DO560025040408526,04/04/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con","8in DI Blind flanges C110 Qty: 2, Price: $219.270ea    Please Send Invoices to: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,438.54,MA2200GA240000020,Ductile Iron piping for RPZ installation  Quote# S10118824,DO220025040408529,04/04/2025,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,48.,EA,Each,309.79,"14,869.92",MA1100GS170000004,April 2025 Meter Order,DOM1100MAX225396,04/04/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
89064,Sewer Inspection Equipment,SEND INVOICES TO AWLOGTICSSC@AUSTINTEXAS.GOV.,0.,,,0.,7.57,MA2200GS240000003,"Quote, #36379, PS300 (02021403) repairs",DO220025040408553,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
89064,Sewer Inspection Equipment,Parts and Repairs of IBAK equipment,0.,,,0.,"1,158.18",MA2200NS230000031,"Estimate, #3817 repairs on FO Cable (532748 TK 12938)",DO220025040408542,04/04/2025,V00000972656,"Essential Equipment, LLC",11601 S Portland Ave,,Oklahoma City,OK,73170,US,04/06/2026
2803055,"CABLE, POWER CONTROL","Replacement Single Jacketed Cables:    GPU Power Cable, 60 Foot Length  City Approved Equal:    Manufacturer: PAGE GSE  Model No.: PT2010-60",3.,EA,Each,"2,895.","8,685.00",MA8100GA200000066,Parts for Warehouse Stock,DO810025040408531,04/04/2025,V00000956243,AGSA LLC,30 Hub Dr.,,Melville,NY,11747,US,04/06/2026
2803055,"CABLE, POWER CONTROL",Catalog # P5000,20.,EA,Each,315.,"6,300.00",MA8100GA200000066,Parts for Warehouse Stock,DO810025040408531,04/04/2025,V00000956243,AGSA LLC,30 Hub Dr.,,Melville,NY,11747,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",,1.,EA,Each,282.,282.00,MA2200GA240000035,ULLRICH - HACH SECONDARY GEL PARTS - APRIL 2025,DO220025040408525,04/04/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
06575,Refuse/Garbage Collection Bodies and Parts,,0.,,,0.,"13,390.14",MA7800GA200000064,DO for Texas Pack and Load PN:PM-D6080CB-27K,DO780025040408533,04/04/2025,V00000959700,Texas Packer and Loader Sales Inc.,1030 Brussels Street,,SAN ANTONIO,TX,78219,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",Part #: 2635300,1.,EA,Each,267.9,267.90,MA2200GA240000035,LR & HR Chlorine Standards for RF equipment,DO220025040408558,04/04/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
89045,"Meter Fittings, Water, Accessories, Parts, and Con","6in DI FLGD 90 bend Qty: 2, Price: $294.98ea    Please Send Invoices to: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,589.96,MA2200GA240000020,Ductile Iron piping for RPZ installation  Quote# S10118824,DO220025040408529,04/04/2025,ACT7090725,ACT PIPE & SUPPLY INC,1400 GRAND AVE PKWY,,PFLUGERVILLE,TX,78660,US,04/06/2026
28561,"Meters, Indicating and Recording of Power Consumpt",,"2,400.",EA,Each,149.64,"359,136.00",MA1100GS170000004,April 2025 Meter Order,DOM1100MAX225396,04/04/2025,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US,04/06/2026
2049692,"WARRANTY, EXTENDED, COMPUTER EQUIPMENT","PR2025-04570   Jonesa Munoz -   PARD Main - 14"" MacBook for Director  Quote EST33668  $2,062.28",0.,,,0.,223.20,MA5000NC230000020,"PARD Main - 14"" MacBook for Director",DO860025040308502,04/04/2025,V00000914785,"Complete Tablet Solutions, Ltd",11801 Stonehollow Dr.,125,Austin,TX,78758,US,04/06/2026
89064,Sewer Inspection Equipment,Repair parts,0.,,,0.,10.95,MA2200GS240000003,"Quote, #36379, PS300 (02021403) repairs",DO220025040408553,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
17513,"Chemicals, Laboratory (ACS, CP, Practical, Reagent",,1.,EA,Each,284.,284.00,MA2200GA240000035,ULLRICH - HACH SECONDARY GEL PARTS - APRIL 2025,DO220025040408525,04/04/2025,HAC2179000,HACH COMPANY,Ott Hydromet DBA Hach,5600 Lindbergh Drive,LOVELAND,CO,80539,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 1 - PN: 70/C091 11W007 000 2 - 7-WAY F/M MALE CONN.(CRIMP),0.,,,0.,46.61,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
89064,Sewer Inspection Equipment,QTY: 1 - PN: 70/C016-10G008-0001 - FEMALE RECEPTACLE (AMPHENOL),0.,,,0.,57.96,MA2200GS240000003,CLS - WBTS - REPAIR PARTS - APR 2025,DO220025040408536,04/04/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",Dell Monitor Slim Soundbar - SB521A,10.,EA,Each,28.12,281.20,MA5000NC220000084,Thunderbolt Hub Monitors and Field Laptop,DO560025040408526,04/04/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
